sr._no.,work_category,work,state,ida,hon'ble_members_of_parliament,constituency,work_description,recommended_date_x,sanction_date,sanction_amount__₹_,work_status,project_id,recommended_date_y,recommended_amount____₹_,completion_date,amount_disbursed__₹_,total_expenditure,payment_count,latest_payment_date,completed_flag,fund_utilization,expenditure_ratio,project_age_days,over_budget,missing_completion,anomaly_prediction,cost_anomaly_flag,anomaly_score,anomaly_reason
8223,Normal/Others,WS/MP18225/2025-2026/151082-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Dharmandera Saroj Son of  Harichandra Pasi Add- Fatuhabad babaganj ke ghar ke samne hundpump,06-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/151082,,,,,50781.0,1.0,2026-04-16,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
8233,Normal/Others,WS/MP18225/2025-2026/151098-Installing hand pumps,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Kishori Lal son of Dinanath Add.-Annava Andhawa Babaganj ke ghar ke samne hundpump,06-Nov-2024,2025-04-26,50800.0,Work partially Completed,WS/MP18225/2025-2026/151098,,,,,50781.0,1.0,2026-04-15,0,0.9996259842519684,,500.0,0,1,1,0,0.25212774510752717,Detected by Isolation Forest pattern analysis
8235,Normal/Others,"WS/MP18324/2025-2026/151103-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,Block paving work in different areas of Hadida village,06-Nov-2024,2026-01-31,300000.0,Physical Inspection,WS/MP18324/2025-2026/151103,,,,,300000.0,1.0,2026-09-02,0,1.0,,220.0,0,1,1,0,0.21451420692062262,Detected by Isolation Forest pattern analysis
8238,Normal/Others,"WS/MP18324/2025-2026/151106-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,C.C. Road in Thordi village from Jamalbhai Ghanchi's house to the old bus stand,06-Nov-2024,2025-09-02,300000.0,Physical Inspection,WS/MP18324/2025-2026/151106,,,,,300000.0,1.0,2026-05-16,0,1.0,,371.0,0,1,1,0,0.22272390052727975,Detected by Isolation Forest pattern analysis
8248,Normal/Others,"WS/MP18324/2025-2026/151157-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,Block paving work in the SC area of Saldi village,06-Nov-2024,2025-12-10,300000.0,Physical Inspection,WS/MP18324/2025-2026/151157,,,,,300000.0,1.0,2026-07-04,0,1.0,,272.0,0,1,1,0,0.20352960343355325,Detected by Isolation Forest pattern analysis
8250,Normal/Others,"WS/MP18324/2024-2025/151159-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,C.C. Road work from vitthalbhai Togadia's house to panchayat office in Sajantimba village,06-Nov-2024,2025-03-27,300000.0,Physical Inspection,WS/MP18324/2024-2025/151159,,,2026-02-20,300000.0,300000.0,1.0,2026-01-19,1,1.0,,530.0,0,0,1,0,0.23868057779318375,Detected by Isolation Forest pattern analysis
8295,Normal/Others,WS/MP18181/2025-2026/151263-Construction of bus-sheds or bus-stops,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),ESWARASAMY K,POLLACHI,Construction of Passenger Shelter near Madhurai Veeran Kovil at Reddiyarur H/o. S.Nallur Panchayat,07-Nov-2024,2026-01-22,551287.0,Physical Inspection,WS/MP18181/2025-2026/151263,,,2026-01-22,551287.0,551287.0,1.0,2026-01-22,1,1.0,,229.0,0,0,1,0,0.2166042383990765,Detected by Isolation Forest pattern analysis
8296,Normal/Others,WS/MP18181/2025-2026/151264-Construction of bus-sheds or bus-stops,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),ESWARASAMY K,POLLACHI,Construction of Passenger Shelter in Reddiyarmadam bus stop at Reddiyarur H/o. S.Nallur Panchayat,07-Nov-2024,2026-01-22,519180.0,Physical Inspection,WS/MP18181/2025-2026/151264,,,2026-01-22,519180.0,519180.0,1.0,2026-01-22,1,1.0,,229.0,0,0,1,0,0.2166042383990765,Detected by Isolation Forest pattern analysis
8297,Normal/Others,WS/MP18181/2026-2027/151265-Construction of water tanks,Tamil Nadu,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),ESWARASAMY K,POLLACHI,Construction of 60000 litre OHT at Solapalayam H/o. Solapalayam panchayat,07-Nov-2024,2026-07-15,1229625.0,Physical Inspection,WS/MP18181/2026-2027/151265,,,2026-08-13,1229625.0,1229625.0,1.0,2026-07-21,1,1.0,,55.0,0,0,1,0,0.13057548124658502,Detected by Isolation Forest pattern analysis
8387,Normal/Others,WS/MP18227/2025-2026/151392-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram banhar maychak gajadi me highmast light,08-Nov-2024,2025-09-12,333000.0,Vendor Identification,WS/MP18227/2025-2026/151392,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8388,Normal/Others,WS/MP18227/2025-2026/151393-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Bhikhpur me highmast light kary,08-Nov-2024,2025-09-12,333000.0,Vendor Identification,WS/MP18227/2025-2026/151393,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8389,Normal/Others,WS/MP18227/2025-2026/151394-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram newad me highmast light kary,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151394,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8390,Normal/Others,WS/MP18227/2025-2026/151395-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram ban rahiya fattepur me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151395,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8391,Normal/Others,WS/MP18227/2025-2026/151396-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Durvas dham par highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151396,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8392,Normal/Others,WS/MP18227/2025-2026/151397-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),avak me chakidi tirah par highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151397,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8393,Normal/Others,WS/MP18227/2025-2026/151398-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),gram shabha ibrahimpur me high mast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151398,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8394,Normal/Others,WS/MP18227/2025-2026/151399-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram chaun me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151399,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8395,Normal/Others,WS/MP18227/2025-2026/151400-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram jalapur jagnandan patti me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151400,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8396,Normal/Others,WS/MP18227/2025-2026/151402-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram hansa pur me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151402,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8397,Normal/Others,WS/MP18227/2025-2026/151404-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram barawa me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151404,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8398,Normal/Others,WS/MP18227/2025-2026/151406-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram kushaha me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151406,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8399,Normal/Others,WS/MP18227/2025-2026/151408-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram kharaila me highmast light kary,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151408,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8400,Normal/Others,WS/MP18227/2025-2026/151414-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram lahuwa kalan me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151414,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8402,Normal/Others,WS/MP18227/2025-2026/151420-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram nanhu sakh  highmast light kary,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151420,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8403,Normal/Others,WS/MP18227/2025-2026/151422-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram pakari me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151422,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8404,Normal/Others,WS/MP18227/2025-2026/151424-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),gram saripul me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151424,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8405,Normal/Others,WS/MP18227/2025-2026/151425-Lighting of public spaces,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Gram gobraha me highmast light,08-Nov-2024,2025-09-12,333000.0,Work partially Completed,WS/MP18227/2025-2026/151425,,,,,306566.0,1.0,2026-03-22,0,0.9206186186186186,,361.0,0,1,1,0,0.20214720982178613,Detected by Isolation Forest pattern analysis
8429,Normal/Others,WS/MP719/2025-2026/151460-Construction of community centers and community halls,Rajasthan,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,"Construction of community Halls at ward no. 55, ajmer south assembly constituency.",08-Nov-2024,2025-08-22,5100000.0,Vendor Identification,WS/MP719/2025-2026/151460,,,,,2016972.0,1.0,2026-05-21,0,0.3954847058823529,,382.0,0,1,1,0,0.1393027455805656,Detected by Isolation Forest pattern analysis
8439,Normal/Others,"WS/MP18324/2024-2025/151485-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,Block paving road work in Anida village,08-Nov-2024,2025-01-18,300000.0,Physical Inspection,WS/MP18324/2024-2025/151485,,,2026-08-24,300000.0,300000.0,1.0,2026-06-23,1,1.0,,598.0,0,0,1,0,0.22798117565726972,Detected by Isolation Forest pattern analysis
8444,Normal/Others,"WS/MP18324/2025-2026/151490-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,Work on block paving road in Nava Vaghaniya village,08-Nov-2024,2025-07-18,297100.0,Physical Inspection,WS/MP18324/2025-2026/151490,,,2026-05-01,297100.0,297100.0,1.0,2026-03-11,1,1.0,,417.0,0,0,1,0,0.2250423132891063,Detected by Isolation Forest pattern analysis
8445,Normal/Others,"WS/MP18324/2025-2026/151491-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,AMRELI,Work on block paving road in Juna Vaghaniya village,08-Nov-2024,2025-05-20,300000.0,Physical Inspection,WS/MP18324/2025-2026/151491,,,2026-09-02,298670.0,298670.0,1.0,2026-08-12,1,0.9955666666666668,,476.0,0,0,1,0,0.23136961595431155,Detected by Isolation Forest pattern analysis
8468,Normal/Others,WS/MP755/2024-2025/151521-Construction of buildings for crèches and anganwadies,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,Construction of an Anganwadi Building.,09-Nov-2024,2025-03-27,1548605.0,Physical Inspection,WS/MP755/2024-2025/151521,,,2026-02-24,1548605.0,1548605.0,1.0,2026-02-24,1,1.0,,530.0,0,0,1,0,0.23868057779318375,Detected by Isolation Forest pattern analysis
8478,Normal/Others,WS/MP598/2025-2026/151540-Construction of foot over bridge (FOB),Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),C/o Foot Bridge on Bahet Khala GP Jaman Ki Ser Executive Agency BDO Pachhad,09-Nov-2024,2025-06-04,200000.0,Work partially Completed,WS/MP598/2025-2026/151540,,,,,50000.0,1.0,2026-01-17,0,0.25,,461.0,0,1,1,0,0.13237485114979275,Detected by Isolation Forest pattern analysis
8479,Normal/Others,WS/MP598/2025-2026/151541-Construction of community centers and community halls,Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),Laying Flooring Tiles Community Hall Bharmur GP Jaman Ki Ser Executive Agency BDO Pachhad,09-Nov-2024,2025-07-22,50000.0,Work partially Completed,WS/MP598/2025-2026/151541,,,,,10000.0,1.0,2026-01-17,0,0.2,,413.0,0,1,1,0,0.11865547752961647,Detected by Isolation Forest pattern analysis
8483,Repair and Renovation,"WS/MP598/2025-2026/151547-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),Repair of Link Road Village thel Shathar GP Chandol Executive Agency BDO Rajgarh,09-Nov-2024,2025-09-27,200000.0,Work partially Completed,WS/MP598/2025-2026/151547,,,,,200000.0,1.0,2026-01-30,0,1.0,,346.0,0,1,1,0,0.21855576131975063,Detected by Isolation Forest pattern analysis
8486,Normal/Others,WS/MP598/2024-2025/151550-Construction of footpaths and pedestrian ways,Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),C/o Pucca path alongwith R/Wall Near H/o Smt. Madhu Ward No. 02 Nahan Executive Agency DRDA Nahan,09-Nov-2024,2024-12-13,300000.0,Physical Inspection,WS/MP598/2024-2025/151550,,,,,300000.0,1.0,2026-01-03,0,1.0,,634.0,0,1,1,0,0.2133990944694404,Detected by Isolation Forest pattern analysis
8488,Normal/Others,"WS/MP598/2024-2025/151552-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),C/o PCC Ambulance Road Village Dimber Near H/o Pramod Kumar and etc. GP Sirmouri Mandir executive agency BDO Pachhad,09-Nov-2024,2025-01-20,100000.0,Work partially Completed,WS/MP598/2024-2025/151552,,,,,60000.0,1.0,2026-01-17,0,0.6,,596.0,0,1,1,0,0.1597807935468875,Detected by Isolation Forest pattern analysis
8494,Normal/Others,WS/MP524/2024-2025/151573-Providing supply pipelines for drinking water,Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Midhun Reddy,RAJAMPET,"Providing Pipeline in Otacheruvu (V), Thimmasamudram (G.P)",14-Nov-2024,2024-12-21,500000.0,Physical Inspection,WS/MP524/2024-2025/151573,,,,,495008.0,1.0,2026-07-28,0,0.990016,,626.0,0,1,1,0,0.19947054894372734,Detected by Isolation Forest pattern analysis
8525,Normal/Others,"WS/MP640/2026-2027/151609-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),"Construction of G.S.V. Road gram payli, gram panchayat jogigufa, janpad panchayat lakhanadaun",09-Nov-2024,2026-05-15,1000000.0,Work Completed,WS/MP640/2026-2027/151609,,,2026-05-15,999976.0,999976.0,6.0,2026-05-15,1,0.999976,,116.0,0,0,-1,1,-0.025194053444324793,Unusually high number of payments
8526,Normal/Others,"WS/MP640/2026-2027/151610-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),Construction of G.S.V. Road gram aklama se bajar wada ki ore bhag-2,09-Nov-2024,2026-05-21,1000000.0,Work partially Completed,WS/MP640/2026-2027/151610,,,,,999976.0,6.0,2026-05-21,0,0.999976,,110.0,0,1,-1,1,-0.027904698453253607,Unusually high number of payments
8527,Normal/Others,"WS/MP640/2026-2027/151611-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),Construction of G.S.V. Road gram evam gram panchayat binori,09-Nov-2024,2026-05-15,1000000.0,Work partially Completed,WS/MP640/2026-2027/151611,,,,,878612.0,4.0,2026-06-22,0,0.878612,,116.0,0,1,-1,1,-0.003397376863969459,Unusually high number of payments
8529,Normal/Others,"WS/MP640/2026-2027/151613-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SEONI(District Collector Seoni_IDA),Faggan Singh Kulaste,MANDLA(ST),"Construction of graval road gram evam gram panchayat suwakheda, janpad panchayat Chhapara",09-Nov-2024,2026-05-20,1000000.0,Work partially Completed,WS/MP640/2026-2027/151613,,,,,950495.0,6.0,2026-05-21,0,0.950495,,111.0,0,1,-1,1,-0.04671889939052465,Unusually high number of payments
8564,Normal/Others,WS/MP429/2024-2025/151718-Installing hand pumps,Chhattisgarh,KORBA(Collector-Korba),Jyotsna Charandas Mahant,KORBA,"Bore khanan work in Kisan Mohalla , Gram - Dumarkachhar, Vikas khand - Pali.",10-Nov-2024,2024-12-06,100000.0,Physical Inspection,WS/MP429/2024-2025/151718,,,2026-02-23,99675.0,49675.0,1.0,2026-04-07,1,0.49675,,641.0,0,0,1,0,0.15760389000303393,Detected by Isolation Forest pattern analysis
8754,Normal/Others,WS/MP18263/2025-2026/151980-Construction of culverts and bridges,Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,"Udupi District, Karkala taluk, Kalya grama panchayath, kalya village, near patla place culverts & bridges construction",11-Nov-2024,2025-07-05,500000.0,Work Completed,WS/MP18263/2025-2026/151980,,,2026-05-02,486039.0,486039.0,1.0,2026-05-02,1,0.972078,,430.0,0,0,1,0,0.18281983068390817,Detected by Isolation Forest pattern analysis
8779,Normal/Others,WS/MP18265/2025-2026/152005-Construction of community centers and community halls,Tamil Nadu,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),M.K. VISHNUPRASAD,CUDDALORE,construction of Multi purposes Building,11-Nov-2024,2025-06-24,1349643.0,Physical Inspection,WS/MP18265/2025-2026/152005,,,2026-03-04,1349643.0,1349643.0,1.0,2026-03-04,1,1.0,,441.0,0,0,1,0,0.22025745020682436,Detected by Isolation Forest pattern analysis
8782,Normal/Others,WS/MP18265/2025-2026/152008-Construction of community centers and community halls,Tamil Nadu,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),M.K. VISHNUPRASAD,CUDDALORE,"Construction of Multi Purposes building  at kumlankullam panchayat, Naduvirapattu colony.",11-Nov-2024,2025-06-24,1346657.0,Physical Inspection,WS/MP18265/2025-2026/152008,,,2026-02-16,1346657.0,1346657.0,1.0,2026-02-16,1,1.0,,441.0,0,0,1,0,0.22025745020682436,Detected by Isolation Forest pattern analysis
8868,Normal/Others,WS/MP18049/2024-2025/152160-Construction of common work sheds/ common covered sitting area,Chhattisgarh,BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),TOKHAN SAHU,BILASPUR,"Sanskritik Manch Shala Prangan me Village Bachalikhurd, G.P. Bhainsajhar",13-Nov-2024,2024-12-30,200000.0,Vendor Identification,WS/MP18049/2024-2025/152160,,,,,100000.0,1.0,2026-03-20,0,0.5,,617.0,0,1,1,0,0.17091518337419948,Detected by Isolation Forest pattern analysis
8879,Normal/Others,WS/MP18049/2025-2026/152171-Construction of common work sheds/ common covered sitting area,Chhattisgarh,BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),TOKHAN SAHU,BILASPUR,P.G.B.T. College Bilaspur me Badmintan Court me Shed Nirman,13-Nov-2024,2025-05-08,799797.0,Physical Inspection,WS/MP18049/2025-2026/152171,,,2026-04-13,799797.0,799797.0,1.0,2026-04-13,1,1.0,,488.0,0,0,1,0,0.24501471599277697,Detected by Isolation Forest pattern analysis
8880,Normal/Others,WS/MP18049/2025-2026/152172-Construction of common work sheds/ common covered sitting area,Chhattisgarh,BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),TOKHAN SAHU,BILASPUR,Chhattisgarh H.S.School Bilaspur me Shed Nirman,13-Nov-2024,2025-05-26,1600000.0,Physical Inspection,WS/MP18049/2025-2026/152172,,,2026-08-11,1600000.0,1600000.0,1.0,2026-08-11,1,1.0,,470.0,0,0,1,0,0.23403738550499026,Detected by Isolation Forest pattern analysis
